rank,split,image,hardcase_similarity_score,nearest_prototype,nearest_prototype_count,component_count,fg_frac,nearest_bbox_gap,nearest_center_gap,fg_bg_contrast,image_std,roi_std,top_contributors,panel
476,val,1855.png,0.867250,severe_boundary_shift,6,17,0.038490,0.000000,0.027616,0.233212,0.112097,0.094943,component_area_median;layout_cy_median;component_area_cv;component_count,
477,train,15171.png,0.869965,severe_boundary_shift,6,22,0.059554,0.000000,0.030639,0.325994,0.180245,0.177757,thin_component_frac;bg_mean;component_area_min;image_mean,
478,train,1562.png,0.872874,all_hard,24,24,0.024704,0.000000,0.023441,0.326868,0.153615,0.172151,nearest_center_gap;perimeter_area_median;aspect_median;layout_width,
479,train,15576.png,0.874843,all_hard,24,25,0.024060,0.000000,0.025472,0.374841,0.186184,0.193821,fg_std;fg_bg_contrast;roi_std;layout_width,
480,train,1816.png,0.874843,severe_boundary_shift,6,22,0.032834,0.000000,0.025297,0.189698,0.126723,0.099524,component_area_iqr;compactness_median;component_area_min;component_area_median,
481,train,1691.png,0.877054,overmask_low_precision,7,24,0.025426,0.000000,0.019981,0.039043,0.078865,0.054917,perimeter_area_median;layout_width;nearest_center_gap;layout_cy_median,
482,val,3353.png,0.877892,underreach_high_precision,4,24,0.022465,0.000000,0.036107,0.060487,0.046628,0.038948,fg_mean;image_std;image_mean;bg_mean,
483,train,1870.png,0.878388,mixed_boundary_bridge,2,25,0.024918,0.000000,0.026259,0.089599,0.068139,0.051196,compactness_median;bg_mean;image_mean;nearest_center_gap,
484,train,1645.png,0.878810,all_hard,24,23,0.030505,0.000000,0.024057,0.244444,0.114525,0.115608,thin_component_frac;perimeter_area_median;boundary_fg_ratio;layout_width,
485,train,1659.png,0.878912,under_separated_bridge,6,24,0.052521,0.000000,0.027461,0.190584,0.115317,0.092511,perimeter_area_median;fg_mean;component_area_median;component_area_iqr,
486,train,2074.png,0.879765,under_separated_bridge,6,27,0.022567,0.000000,0.026339,0.036909,0.051048,0.035149,compactness_median;boundary_fg_ratio;component_count;layout_cy_median,
487,train,13298.png,0.880110,all_hard,24,23,0.028151,0.000000,0.023766,0.332434,0.176802,0.170925,component_area_cv;aspect_median;nearest_center_gap;fg_std,
488,train,9897.png,0.880702,candidate_fixable,7,22,0.011311,0.000000,0.026788,0.215194,0.135861,0.114097,perimeter_area_median;nearest_center_gap;layout_height;layout_cy_span,
489,train,13253.png,0.881127,all_hard,24,24,0.041418,0.000000,0.035992,0.382338,0.205974,0.205576,fg_std;layout_width;fg_bg_contrast;roi_std,
490,train,5914.png,0.881317,all_hard,24,22,0.037289,0.000000,0.038446,0.384093,0.188418,0.201669,nearest_center_gap;component_area_max;fg_bg_contrast;component_area_cv,
491,train,6672.png,0.881654,mixed_boundary_bridge,2,25,0.032676,0.000000,0.026931,0.405209,0.207127,0.218964,fg_mean;aspect_median;layout_width;fg_bg_contrast,
492,train,1689.png,0.882344,all_hard,24,25,0.031205,0.000000,0.024709,0.081732,0.049713,0.045578,aspect_median;layout_width;nearest_center_gap;perimeter_area_median,
493,train,5369.png,0.882389,candidate_fixable,7,25,0.022440,0.000000,0.025361,0.309490,0.154011,0.150356,nearest_center_gap;layout_height;layout_cy_span;component_count,
494,train,1637.png,0.883174,all_hard,24,26,0.027559,0.000000,0.023648,0.262013,0.145889,0.113684,layout_cy_median;perimeter_area_median;nearest_center_gap;compactness_median,
495,train,4052.png,0.883348,severe_boundary_shift,6,22,0.057946,0.000000,0.034844,0.053769,0.048709,0.047560,component_area_min;thin_component_frac;component_area_median;fg_mean,
496,train,15185.png,0.883850,all_hard,24,26,0.034686,0.000000,0.028903,0.374174,0.173538,0.193165,thin_component_frac;fg_bg_contrast;fg_std;roi_std,
497,train,12449.png,0.884355,all_hard,24,23,0.034854,0.000000,0.025336,0.402538,0.195586,0.197244,fg_std;fg_bg_contrast;layout_height;layout_cy_span,
498,val,10618.png,0.885563,mixed_boundary_bridge,2,26,0.019627,0.000000,0.024961,0.438745,0.195382,0.195842,layout_width;fg_mean;nearest_center_gap;fg_bg_contrast,
499,val,11945.png,0.885900,mixed_boundary_bridge,2,26,0.032336,0.000000,0.035987,0.314556,0.178179,0.179311,image_mean;bg_mean;fg_mean;layout_height,
500,train,15268.png,0.887580,mixed_boundary_bridge,2,27,0.038906,0.000000,0.034659,0.350433,0.213850,0.213290,component_area_min;component_area_median;image_std;perimeter_area_median,
501,train,1745.png,0.888402,all_hard,24,21,0.028276,0.000000,0.025466,0.185343,0.103198,0.100514,component_area_cv;perimeter_area_median;component_area_max;boundary_fg_ratio,
502,train,4635.png,0.888593,mixed_boundary_bridge,2,27,0.024766,0.000000,0.030494,0.331286,0.186637,0.192363,image_mean;bg_mean;fg_mean;layout_width,
503,train,4202.png,0.888702,candidate_fixable,7,24,0.013996,0.000000,0.032722,0.079425,0.082919,0.029722,perimeter_area_median;boundary_fg_ratio;aspect_median;fg_mean,
504,train,1743.png,0.889464,all_hard,24,23,0.022883,0.000000,0.026950,0.141742,0.099755,0.074188,compactness_median;layout_width;bg_mean;image_mean,
505,train,1717.png,0.889484,mixed_boundary_bridge,2,27,0.027058,0.000000,0.030779,0.115335,0.089079,0.044631,image_mean;bg_mean;layout_width;perimeter_area_median,
506,train,15047.png,0.890111,candidate_fixable,7,24,0.012686,0.000000,0.031893,0.373613,0.191627,0.193557,layout_cy_median;perimeter_area_median;fg_bg_contrast;layout_width,
507,train,15251.png,0.890257,underreach_high_precision,4,26,0.019148,0.000000,0.022781,0.323209,0.189071,0.174122,nearest_center_gap;layout_height;layout_cy_span;perimeter_area_median,
508,train,15571.png,0.890317,candidate_fixable,7,27,0.020287,0.000000,0.023434,0.268588,0.170520,0.151351,nearest_center_gap;component_count;layout_height;layout_cy_span,
509,train,1516.png,0.890845,all_hard,24,26,0.043467,0.000000,0.030259,0.288372,0.162581,0.140984,image_mean;bg_mean;fg_mean;perimeter_area_median,
510,train,6912.png,0.891393,all_hard,24,24,0.039322,0.000000,0.032907,0.402905,0.212453,0.217791,fg_std;fg_bg_contrast;roi_std;image_std,
511,train,6761.png,0.891896,all_hard,24,23,0.033636,0.000000,0.028463,0.360576,0.185743,0.178837,component_area_cv;component_area_max;layout_cy_median;fg_bg_contrast,
512,val,1742.png,0.894208,severe_boundary_shift,6,19,0.037702,0.000000,0.028508,0.205139,0.111059,0.093179,aspect_median;component_area_iqr;layout_width;layout_cy_median,
513,train,14368.png,0.895212,mixed_boundary_bridge,2,28,0.020664,0.000000,0.030681,0.380714,0.172740,0.194666,layout_width;layout_cy_median;fg_mean;fg_bg_contrast,
514,train,4049.png,0.895605,underreach_high_precision,4,23,0.017281,0.000000,0.028614,0.078833,0.096124,0.026319,nearest_center_gap;layout_cy_median;roi_std;thin_component_frac,
515,train,10833.png,0.896316,all_hard,24,25,0.022568,0.000000,0.027768,0.357152,0.167164,0.187942,layout_cy_median;fg_std;fg_bg_contrast;roi_std,
516,train,6537.png,0.896549,mixed_boundary_bridge,2,28,0.039444,0.000000,0.034235,0.340823,0.202063,0.195677,layout_height;layout_cy_span;compactness_median;component_area_iqr,
517,train,2162.png,0.899063,all_hard,24,24,0.020869,0.000000,0.031567,0.040089,0.051321,0.024090,perimeter_area_median;component_area_median;boundary_fg_ratio;fg_mean,
518,train,1639.png,0.899164,severe_boundary_shift,6,23,0.054182,0.000000,0.033383,0.190196,0.125553,0.106777,component_area_cv;component_area_max;component_area_median;image_mean,
519,train,1797.png,0.900932,severe_boundary_shift,6,18,0.071876,0.000000,0.034480,0.146862,0.110689,0.089917,component_area_max;component_area_iqr;fg_frac;compactness_median,
520,train,1665.png,0.902126,under_separated_bridge,6,26,0.047441,0.000000,0.028628,0.189402,0.119399,0.106548,perimeter_area_median;component_area_median;compactness_median;component_area_min,
521,train,9566.png,0.902148,severe_boundary_shift,6,19,0.039154,0.000000,0.030825,0.391092,0.181225,0.196856,aspect_median;fg_std;component_area_iqr;bg_mean,
522,val,6947.png,0.902320,mixed_boundary_bridge,2,24,0.032966,0.000000,0.032678,0.352162,0.188694,0.199146,image_mean;bg_mean;fg_mean;fg_bg_contrast,
523,train,12257.png,0.904322,mixed_boundary_bridge,2,25,0.028724,0.000000,0.028323,0.325195,0.166049,0.163554,image_mean;bg_mean;fg_mean;layout_width,
524,train,15517.png,0.904878,mixed_boundary_bridge,2,26,0.021574,0.000000,0.031607,0.269297,0.150515,0.142858,image_mean;bg_mean;fg_mean;component_area_iqr,
525,train,2575.png,0.906928,underreach_high_precision,4,26,0.016854,0.000000,0.033167,0.112906,0.106605,0.020159,layout_cy_median;roi_std;fg_std;component_area_cv,
526,train,13038.png,0.907968,mixed_boundary_bridge,2,22,0.015274,0.000000,0.039241,0.237026,0.149988,0.142149,image_mean;bg_mean;nearest_center_gap;fg_mean,
527,train,8824.png,0.908908,candidate_fixable,7,23,0.009281,0.000000,0.027337,0.357946,0.176227,0.159420,layout_height;layout_cy_span;nearest_center_gap;layout_width,
528,train,1638.png,0.909281,under_separated_bridge,6,23,0.042598,0.000000,0.030012,0.090381,0.064335,0.049793,image_mean;bg_mean;perimeter_area_median;layout_cy_median,
529,train,2874.png,0.910567,candidate_fixable,7,27,0.019930,0.000000,0.027179,0.041328,0.052112,0.025943,component_count;nearest_center_gap;layout_height;layout_cy_span,
530,train,1615.png,0.913464,under_separated_bridge,6,25,0.052098,0.000000,0.030386,0.164357,0.114594,0.095210,component_area_iqr;perimeter_area_median;component_area_median;boundary_fg_ratio,
531,train,4969.png,0.914129,all_hard,24,22,0.034994,0.000000,0.038084,0.377729,0.195772,0.193465,nearest_center_gap;compactness_median;fg_std;fg_bg_contrast,
532,train,1917.png,0.915724,candidate_fixable,7,22,0.009263,0.000000,0.026192,0.195812,0.112216,0.059323,thin_component_frac;nearest_center_gap;layout_height;layout_cy_span,
533,val,1812.png,0.918712,candidate_shared_failure,6,20,0.034871,0.000000,0.026639,0.118790,0.056353,0.066939,component_area_cv;boundary_fg_ratio;layout_cy_median;layout_width,
534,train,3480.png,0.918736,candidate_fixable,7,22,0.014026,0.000000,0.026117,0.099417,0.098325,0.026450,layout_cy_median;nearest_center_gap;layout_height;layout_cy_span,
535,train,1722.png,0.919044,severe_boundary_shift,6,17,0.064825,0.000000,0.033459,0.069474,0.040086,0.041228,component_area_max;component_count;image_std;bg_mean,
536,train,1928.png,0.920309,all_hard,24,24,0.018663,0.000000,0.022656,0.250261,0.110528,0.077527,nearest_center_gap;layout_height;layout_cy_span;layout_width,
537,val,1934.png,0.921110,overmask_low_precision,7,22,0.027683,0.000000,0.023009,0.217670,0.085625,0.105793,layout_width;component_area_cv;component_area_median;perimeter_area_median,
538,train,3709.png,0.921942,mixed_boundary_bridge,2,26,0.021082,0.000000,0.026764,0.037511,0.045309,0.027374,component_area_iqr;layout_width;compactness_median;fg_mean,
539,train,1542.png,0.922959,severe_boundary_shift,6,19,0.036941,0.000000,0.030816,0.314768,0.190916,0.163933,component_area_max;compactness_median;layout_cy_median;component_area_median,
540,train,2006.png,0.923252,all_hard,24,24,0.018355,0.000000,0.022590,0.207155,0.084355,0.092020,nearest_center_gap;thin_component_frac;layout_height;layout_cy_span,
541,train,1607.png,0.923981,all_hard,24,24,0.041843,0.000000,0.026805,0.287862,0.173187,0.100503,layout_cy_median;perimeter_area_median;layout_width;aspect_median,
542,train,14444.png,0.925256,all_hard,24,26,0.038424,0.000000,0.031775,0.386890,0.223667,0.215179,fg_std;image_std;roi_std;fg_bg_contrast,
543,train,15596.png,0.926333,candidate_fixable,7,24,0.024919,0.000000,0.031240,0.308273,0.191841,0.172690,aspect_median;component_area_iqr;compactness_median;layout_cy_median,
544,train,9439.png,0.927418,all_hard,24,26,0.032536,0.000000,0.030002,0.392457,0.170602,0.198049,layout_cy_median;fg_bg_contrast;fg_std;layout_width,
545,train,7556.png,0.928011,mixed_boundary_bridge,2,25,0.033428,0.000000,0.031854,0.300484,0.152889,0.161846,layout_cy_median;image_mean;bg_mean;fg_mean,
546,train,14571.png,0.928021,mixed_boundary_bridge,2,27,0.024222,0.000000,0.030822,0.351956,0.191504,0.201429,image_mean;fg_mean;bg_mean;layout_width,
547,train,1699.png,0.928081,all_hard,24,25,0.021512,0.000000,0.021293,0.171562,0.083078,0.093478,nearest_center_gap;layout_height;layout_cy_span;perimeter_area_median,
548,train,3643.png,0.928587,severe_boundary_shift,6,23,0.062804,0.000000,0.035850,0.048737,0.059821,0.033712,component_area_cv;fg_mean;component_area_median;boundary_fg_ratio,
549,train,14300.png,0.929169,mixed_boundary_bridge,2,24,0.022047,0.000000,0.038973,0.338790,0.194628,0.191846,fg_mean;nearest_center_gap;image_mean;bg_mean,
550,train,2894.png,0.930820,under_separated_bridge,6,25,0.030244,0.000000,0.023178,0.063716,0.049227,0.038587,image_mean;bg_mean;layout_cy_median;compactness_median,
551,train,15454.png,0.931565,all_hard,24,24,0.023345,0.000000,0.024446,0.414054,0.162300,0.187563,fg_bg_contrast;fg_std;bg_mean;image_mean,
552,train,15479.png,0.932742,mixed_boundary_bridge,2,27,0.021532,0.000000,0.031381,0.362618,0.200937,0.203950,layout_width;fg_mean;compactness_median;image_mean,
553,train,3439.png,0.932759,candidate_fixable,7,23,0.016607,0.000000,0.031432,0.156930,0.197273,0.038543,compactness_median;image_mean;bg_mean;perimeter_area_median,
554,train,2844.png,0.932967,under_separated_bridge,6,25,0.024477,0.000000,0.027549,0.051466,0.057145,0.032461,image_mean;bg_mean;compactness_median;thin_component_frac,
555,train,15403.png,0.934043,candidate_fixable,7,27,0.015011,0.000000,0.025268,0.284286,0.217900,0.166938,nearest_center_gap;component_count;layout_height;layout_cy_span,
556,train,1406.png,0.935144,all_hard,24,21,0.037331,0.000000,0.033912,0.235748,0.189390,0.156505,component_area_min;component_area_median;perimeter_area_median;compactness_median,
557,train,13982.png,0.936219,all_hard,24,22,0.028952,0.000000,0.025415,0.362746,0.193419,0.188257,compactness_median;layout_cy_median;fg_std;fg_bg_contrast,
558,train,1492.png,0.936398,severe_boundary_shift,6,21,0.058442,0.000000,0.029968,0.273585,0.158274,0.161194,image_mean;compactness_median;bg_mean;component_area_cv,
559,train,6800.png,0.936870,severe_boundary_shift,6,22,0.038719,0.000000,0.030065,0.405437,0.197647,0.199353,component_area_median;component_area_iqr;compactness_median;thin_component_frac,
560,train,12915.png,0.937066,candidate_fixable,7,23,0.011475,0.000000,0.027980,0.283429,0.130934,0.145688,layout_cy_median;perimeter_area_median;nearest_center_gap;boundary_fg_ratio,
561,train,15360.png,0.937098,underreach_high_precision,4,27,0.012635,0.000000,0.023818,0.346202,0.201950,0.178738,nearest_center_gap;component_area_min;layout_height;layout_cy_span,
562,val,14041.png,0.938481,all_hard,24,24,0.024481,0.000000,0.022103,0.418197,0.212023,0.177689,nearest_center_gap;fg_mean;fg_bg_contrast;layout_cy_median,
563,train,12870.png,0.940680,all_hard,24,25,0.021978,0.000000,0.023102,0.399896,0.188984,0.202213,nearest_center_gap;fg_bg_contrast;layout_height;layout_cy_span,
564,train,15201.png,0.940834,mixed_boundary_bridge,2,24,0.034619,0.000000,0.029060,0.351885,0.195979,0.200921,fg_mean;layout_width;perimeter_area_median;image_mean,
565,train,12635.png,0.941231,candidate_fixable,7,19,0.019271,0.000000,0.034798,0.313225,0.210156,0.155786,component_area_cv;layout_cy_median;layout_height;layout_cy_span,
566,train,1844.png,0.942344,under_separated_bridge,6,24,0.034056,0.000000,0.028825,0.082518,0.080139,0.052352,image_mean;bg_mean;fg_mean;perimeter_area_median,
567,train,1899.png,0.943408,candidate_shared_failure,6,19,0.034399,0.000000,0.025954,0.227062,0.105312,0.092403,component_area_cv;fg_bg_contrast;fg_mean;boundary_fg_ratio,
568,train,1841.png,0.944316,all_hard,24,23,0.021616,0.000000,0.021879,0.218199,0.088099,0.104877,nearest_center_gap;layout_cy_median;layout_height;layout_cy_span,
569,train,2452.png,0.944535,candidate_shared_failure,6,21,0.049709,0.000000,0.030092,0.055160,0.045194,0.034645,aspect_median;component_area_max;image_mean;bg_mean,
570,train,2722.png,0.944738,under_separated_bridge,6,27,0.026789,0.000000,0.028412,0.048217,0.052562,0.032323,compactness_median;image_mean;bg_mean;layout_cy_median,
571,train,2104.png,0.945175,all_hard,24,24,0.017548,0.000000,0.023244,0.178217,0.086652,0.071401,layout_height;layout_cy_span;nearest_center_gap;component_area_median,
572,train,4043.png,0.946161,under_separated_bridge,6,22,0.036350,0.000000,0.038250,0.105502,0.088415,0.044189,nearest_center_gap;component_area_median;component_area_iqr;perimeter_area_median,
573,train,6909.png,0.946621,underreach_high_precision,4,27,0.020281,0.000000,0.025490,0.337463,0.139205,0.162690,nearest_center_gap;layout_cy_median;bg_mean;image_mean,
574,train,1892.png,0.948394,all_hard,24,26,0.016493,0.000000,0.022493,0.211005,0.088575,0.079999,nearest_center_gap;layout_height;layout_cy_span;component_area_median,
575,train,15289.png,0.948646,candidate_fixable,7,26,0.024425,0.000000,0.026802,0.349451,0.147526,0.162288,aspect_median;layout_cy_median;nearest_center_gap;component_count,
576,train,1582.png,0.948783,candidate_fixable,7,24,0.015620,0.000000,0.027820,0.299081,0.184365,0.108106,image_mean;nearest_center_gap;bg_mean;layout_height,
577,train,3454.png,0.949225,candidate_fixable,7,24,0.022317,0.000000,0.035429,0.040810,0.051737,0.025833,layout_cy_median;compactness_median;fg_mean;component_area_iqr,
578,train,3344.png,0.949757,candidate_shared_failure,6,19,0.045689,0.000000,0.026261,0.067212,0.041915,0.041106,image_mean;bg_mean;component_area_max;compactness_median,
579,train,1377.png,0.950438,severe_boundary_shift,6,20,0.059244,0.000000,0.029949,0.340045,0.200736,0.199773,component_area_iqr;component_area_max;aspect_median;layout_height,
580,val,1931.png,0.951898,severe_boundary_shift,6,18,0.034990,0.000000,0.025991,0.221497,0.112843,0.088258,component_area_iqr;component_area_cv;component_area_median;layout_width,
581,train,15470.png,0.952145,severe_boundary_shift,6,25,0.055480,0.000000,0.031406,0.322993,0.197762,0.193040,component_area_cv;component_area_max;layout_height;layout_cy_span,
582,train,2648.png,0.952194,severe_boundary_shift,6,18,0.041532,0.000000,0.029337,0.476221,0.244111,0.258829,roi_std;layout_cy_median;fg_bg_contrast;image_std,
583,train,1933.png,0.953836,all_hard,24,18,0.030290,0.000000,0.024665,0.265516,0.133090,0.102799,component_area_cv;component_area_max;component_count;boundary_fg_ratio,
584,train,2871.png,0.955645,candidate_fixable,7,23,0.012633,0.000000,0.027230,0.048925,0.056033,0.027239,perimeter_area_median;nearest_center_gap;layout_height;layout_cy_span,
585,train,15555.png,0.955809,mixed_boundary_bridge,2,24,0.024757,0.000000,0.025480,0.388879,0.225512,0.176248,fg_mean;image_mean;nearest_center_gap;component_area_cv,
586,train,2462.png,0.956477,candidate_fixable,7,24,0.017076,0.000000,0.029932,0.048269,0.047004,0.047201,perimeter_area_median;fg_mean;image_mean;bg_mean,
587,train,14844.png,0.960882,all_hard,24,21,0.039244,0.000000,0.029360,0.350993,0.180561,0.174222,component_area_cv;component_area_max;compactness_median;fg_std,
588,val,15369.png,0.961074,mixed_boundary_bridge,2,27,0.016959,0.000000,0.024681,0.436738,0.205603,0.226805,layout_width;fg_mean;nearest_center_gap;fg_bg_contrast,
589,val,1846.png,0.962458,severe_boundary_shift,6,19,0.041683,0.000000,0.028553,0.251267,0.119278,0.116378,aspect_median;component_area_iqr;layout_width;component_area_cv,
590,train,1519.png,0.962981,mixed_boundary_bridge,2,25,0.033711,0.000000,0.026811,0.176908,0.102874,0.087850,image_mean;bg_mean;boundary_fg_ratio;perimeter_area_median,
591,train,15549.png,0.963430,severe_boundary_shift,6,20,0.040316,0.000000,0.026942,0.316004,0.161615,0.163630,component_area_cv;perimeter_area_median;component_area_iqr;component_area_min,
592,train,12446.png,0.964135,severe_boundary_shift,6,24,0.044882,0.000000,0.034624,0.413442,0.227911,0.217425,thin_component_frac;component_area_max;fg_std;image_std,
593,val,10520.png,0.967555,mixed_boundary_bridge,2,26,0.016784,0.000000,0.028272,0.245630,0.151032,0.148328,image_mean;bg_mean;fg_mean;component_area_iqr,
594,train,15113.png,0.967613,mixed_boundary_bridge,2,26,0.022216,0.000000,0.033626,0.254910,0.158460,0.151041,image_mean;bg_mean;perimeter_area_median;layout_height,
595,train,1877.png,0.969317,candidate_fixable,7,23,0.014069,0.000000,0.025133,0.112167,0.052623,0.047429,nearest_center_gap;layout_cy_median;image_mean;bg_mean,
596,train,3187.png,0.969835,under_separated_bridge,6,26,0.030351,0.000000,0.027609,0.043650,0.058800,0.076265,compactness_median;layout_cy_median;image_mean;bg_mean,
597,train,1595.png,0.970015,under_separated_bridge,6,23,0.046257,0.000000,0.033861,0.228014,0.129841,0.125608,component_area_median;component_area_iqr;perimeter_area_median;nearest_center_gap,
598,train,2237.png,0.972012,candidate_shared_failure,6,19,0.058120,0.000000,0.033874,0.055274,0.051525,0.042806,component_area_max;component_area_cv;fg_frac;component_area_min,
599,train,10144.png,0.973410,all_hard,24,23,0.032915,0.000000,0.028287,0.328189,0.158990,0.163510,compactness_median;component_area_cv;component_area_max;bg_mean,
600,train,1754.png,0.973807,all_hard,24,21,0.030259,0.000000,0.026953,0.148497,0.078943,0.065968,image_mean;bg_mean;layout_width;perimeter_area_median,
601,train,2834.png,0.975138,severe_boundary_shift,6,20,0.070703,0.000000,0.027899,0.053489,0.072866,0.037228,component_area_max;aspect_median;fg_mean;fg_frac,
602,train,9644.png,0.975846,severe_boundary_shift,6,20,0.039694,0.000000,0.026243,0.333735,0.189358,0.181355,component_area_iqr;compactness_median;layout_height;layout_cy_span,
603,train,1580.png,0.976670,all_hard,24,23,0.022828,0.000000,0.021614,0.285266,0.115863,0.152333,nearest_center_gap;component_area_cv;thin_component_frac;component_area_median,
604,train,14653.png,0.977904,severe_boundary_shift,6,22,0.036124,0.000000,0.025455,0.324517,0.197128,0.179428,component_area_min;component_area_iqr;thin_component_frac;component_area_median,
605,train,1443.png,0.978721,mixed_boundary_bridge,2,27,0.030633,0.000000,0.030155,0.106291,0.063784,0.063620,image_mean;bg_mean;layout_width;perimeter_area_median,
606,train,3120.png,0.979754,under_separated_bridge,6,27,0.029614,0.000000,0.030880,0.055841,0.047311,0.032905,compactness_median;image_mean;bg_mean;aspect_median,
607,val,1678.png,0.982789,all_hard,24,27,0.021904,0.000000,0.021587,0.235487,0.119602,0.080651,nearest_center_gap;layout_height;layout_cy_span;component_area_cv,
608,val,1880.png,0.984097,mixed_boundary_bridge,2,26,0.020732,0.000000,0.026934,0.198105,0.122157,0.050937,layout_width;image_mean;bg_mean;nearest_center_gap,
609,val,12827.png,0.984295,all_hard,24,22,0.026908,0.000000,0.024565,0.379207,0.186085,0.192212,compactness_median;component_area_cv;fg_bg_contrast;nearest_center_gap,
610,train,7925.png,0.985344,mixed_boundary_bridge,2,24,0.041161,0.000000,0.027781,0.381342,0.212858,0.221227,fg_mean;image_mean;component_area_median;bg_mean,
611,train,5485.png,0.987661,mixed_boundary_bridge,2,27,0.023494,0.000000,0.024227,0.416741,0.210785,0.232473,layout_cy_median;nearest_center_gap;fg_bg_contrast;compactness_median,
612,train,12584.png,0.988142,all_hard,24,25,0.043579,0.000000,0.030855,0.388273,0.198366,0.202394,fg_std;fg_bg_contrast;layout_height;layout_cy_span,
613,train,15545.png,0.990513,all_hard,24,26,0.024200,0.000000,0.025652,0.477694,0.226460,0.196582,fg_mean;fg_bg_contrast;image_std;layout_width,
614,train,8657.png,0.990627,candidate_fixable,7,24,0.010269,0.000000,0.024016,0.310228,0.155833,0.149819,nearest_center_gap;layout_height;layout_cy_span;perimeter_area_median,
615,train,2271.png,0.991850,candidate_shared_failure,6,25,0.045880,0.000000,0.027769,0.082463,0.093662,0.027469,aspect_median;component_area_iqr;component_area_cv;layout_width,
616,train,12445.png,0.993236,severe_boundary_shift,6,25,0.044733,0.000000,0.041154,0.302992,0.188124,0.177910,nearest_center_gap;component_area_max;component_area_cv;component_count,
617,train,12585.png,0.995710,mixed_boundary_bridge,2,23,0.042062,0.000000,0.029983,0.440634,0.221875,0.217811,fg_mean;fg_bg_contrast;component_area_max;image_std,
618,train,12985.png,0.996156,all_hard,24,26,0.044688,0.000000,0.035376,0.336855,0.202920,0.199155,compactness_median;layout_height;layout_cy_span;fg_std,
619,train,14503.png,0.996825,candidate_shared_failure,6,22,0.032680,0.000000,0.025361,0.238108,0.121245,0.111316,bg_mean;image_mean;component_area_cv;fg_bg_contrast,
620,train,7029.png,0.997850,mixed_boundary_bridge,2,25,0.022343,0.000000,0.027576,0.269381,0.222420,0.192319,image_mean;bg_mean;fg_mean;aspect_median,
621,train,14951.png,0.998610,mixed_boundary_bridge,2,26,0.016918,0.000000,0.031432,0.247223,0.166395,0.151565,image_mean;bg_mean;thin_component_frac;fg_mean,
622,train,1648.png,0.998765,under_separated_bridge,6,25,0.052189,0.000000,0.027904,0.094202,0.053539,0.059677,layout_cy_median;perimeter_area_median;component_area_min;component_area_median,
623,train,14690.png,1.000082,severe_boundary_shift,6,24,0.046123,0.000000,0.037681,0.354481,0.184434,0.191802,layout_height;layout_cy_span;nearest_center_gap;component_area_max,
624,train,3272.png,1.001811,underreach_high_precision,4,24,0.018164,0.000000,0.032543,0.044059,0.061808,0.030216,fg_mean;image_std;image_mean;bg_mean,
625,val,13867.png,1.002555,mixed_boundary_bridge,2,28,0.024012,0.000000,0.023734,0.406114,0.195661,0.202139,nearest_center_gap;component_area_min;layout_cy_median;bg_mean,
626,train,12662.png,1.008004,all_hard,24,27,0.040145,0.000000,0.035612,0.350783,0.175040,0.175346,layout_height;layout_cy_span;aspect_median;component_area_iqr,
627,val,1585.png,1.008851,all_hard,24,24,0.026342,0.000000,0.023560,0.302830,0.151606,0.142283,image_mean;bg_mean;fg_mean;layout_width,
628,train,1553.png,1.009657,under_separated_bridge,6,24,0.042044,0.000000,0.028913,0.258690,0.155143,0.141584,component_area_iqr;fg_mean;layout_cy_median;perimeter_area_median,
629,train,13324.png,1.009750,mixed_boundary_bridge,2,26,0.036707,0.000000,0.028331,0.417564,0.209136,0.221958,layout_width;fg_mean;perimeter_area_median;aspect_median,
630,train,1701.png,1.011727,severe_boundary_shift,6,20,0.040992,0.000000,0.027854,0.294432,0.175293,0.110504,compactness_median;layout_cy_median;component_area_iqr;component_area_min,
631,val,3352.png,1.012389,underreach_high_precision,4,25,0.023789,0.000000,0.034842,0.044473,0.054698,0.030175,fg_mean;image_mean;bg_mean;image_std,
632,train,15573.png,1.013106,all_hard,24,22,0.027457,0.000000,0.024253,0.409393,0.187875,0.207448,layout_width;component_area_cv;fg_bg_contrast;roi_std,
633,train,3729.png,1.013920,under_separated_bridge,6,26,0.055605,0.000000,0.035513,0.053915,0.047047,0.043499,component_area_iqr;nearest_center_gap;component_area_min;layout_height,
634,train,3465.png,1.014358,candidate_fixable,7,23,0.012768,0.000000,0.028470,0.032951,0.049376,0.029218,perimeter_area_median;boundary_fg_ratio;layout_height;layout_cy_span,
635,train,13887.png,1.015795,mixed_boundary_bridge,2,22,0.027500,0.000000,0.028343,0.297985,0.161882,0.173959,layout_width;compactness_median;image_mean;bg_mean,
636,train,2409.png,1.016289,candidate_shared_failure,6,20,0.059711,0.000000,0.033296,0.059564,0.049459,0.042867,component_area_max;image_mean;bg_mean;component_area_median,
637,train,1382.png,1.017766,candidate_shared_failure,6,22,0.031237,0.000000,0.024958,0.203630,0.117175,0.115923,image_mean;fg_mean;bg_mean;layout_cy_median,
638,train,10542.png,1.018544,candidate_fixable,7,23,0.013294,0.000000,0.029255,0.234719,0.170149,0.137952,perimeter_area_median;aspect_median;layout_cy_median;nearest_center_gap,
639,train,13767.png,1.018771,all_hard,24,22,0.026074,0.000000,0.029576,0.426892,0.173474,0.197991,fg_bg_contrast;bg_mean;component_area_cv;compactness_median,
